AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass_1.0,HealthImpactClass_2.0,HealthImpactClass_3.0,HealthImpactClass_4.0
-0.4225354258639399,1.7177746313443425,-1.5008217034370208,-1.6575489621810768,0.5855435205774276,-1.0943217224907134,-0.6784481309457875,1.1394752898969704,-0.6667451441599453,7,5,1,97.24404109007624,False,False,False,False
1.567494870701322,1.1389709832543273,-1.5533949263590234,-1.4898247651911183,1.4386871176500957,0.23471685448612936,-0.9275160276883647,-0.30460725007322165,-0.9465594065879758,10,2,0,100.0,False,False,False,False
0.8120633338111309,-0.7493402033721454,-1.3274269763406716,-0.10354912231386426,-1.1070221256327748,-1.6215281993343462,-0.9533342495795679,-1.4209047123618999,0.2022359190768058,13,3,0,100.0,False,False,False,False
0.3515400997150544,-1.4894703065921406,-1.4795648940011963,-0.364922826726187,-0.039723335824301945,-0.6489480905913803,0.4798965979334981,1.7178715250017467,0.9198244017336489,8,8,1,100.0,False,False,False,False
-1.177280035850173,-1.5365340071849578,0.8932082814149392,0.3282378008604257,1.4515392631938093,1.0688331707796086,-0.39760074155328323,-1.1480278388390215,0.7869113036333576,9,0,1,95.18264321339886,False,False,False,False
-1.1773633435428776,-1.3133396286677965,-0.053544271890222477,-0.25167794459506265,-0.6027659776608288,-0.14229946370700766,-1.1336475293871968,-0.8509679463633301,-0.9199504359359325,13,5,2,70.36149125287515,True,False,False,False
-1.5155348163796256,0.2984623920234964,-0.5447480939515912,1.4646429933875478,1.6583633978320802,-1.205754064011433,1.339824073841339,-1.1567728248503282,-0.5849836254137049,10,2,2,65.81994866931959,True,False,False,False
1.2755111190667554,1.516773505513676,-0.28489364929841954,0.0806557280947211,-1.3933421413324025,-0.2050973486965074,1.293479222386716,-0.5535934157957184,1.278893209272725,11,8,1,100.0,False,False,False,False
0.36002462461525925,0.0042948647143860605,1.4729429874509066,0.6316565232409499,1.430540503898434,-1.0390140261556446,1.2531329004675555,-0.7203185079930433,0.7748176381457792,8,6,4,100.0,False,False,False,False
0.7294420707394259,1.2163295413479023,1.4103008193667992,1.3343614369638417,-0.1730106404702915,-0.36237322143088524,-0.37552268996190113,0.3582963259800013,0.7382905879404932,13,5,1,100.0,False,False,False,False
-1.6450518656876356,-0.17375207124026004,0.738688090588798,-1.2635822730391748,-1.4751334638241682,-0.03423666330193894,-1.5278725361674683,1.7258669078038065,-0.7982538642000985,9,7,4,63.12113325976491,True,False,False,False
1.6337937754949234,0.7459356647299247,1.3205479820611592,-0.9764037960321893,1.3493932800319752,-0.5136558814770646,-1.3560724438912315,-1.5393264779419893,1.0128895654623837,8,4,1,100.0,False,False,False,False
1.1590000042724493,0.8274698652020168,-0.6247736352711468,-1.400662303212316,-0.8504950909750019,1.5229762718021227,-0.7715255851423296,0.9717309680073037,-0.4883310744951823,11,2,2,100.0,False,False,False,False
-0.9827564967790047,-1.1257394926028026,-0.41317235389395185,-1.2886514155104445,-1.6556377658500203,0.22474724596824955,-0.9651409974311307,-1.2782258751987006,-0.33954521632441576,8,4,0,71.64276282750778,True,False,False,False
-1.088148357942146,-0.47017912752790825,0.3876415503637837,0.003870297568601025,-1.2575815331412907,1.1968012045669756,1.2929162138166606,-1.652348270460252,-0.7336605466336755,10,3,2,96.90368407007328,False,False,False,False
-1.0826928242011824,0.49638337457286374,0.4217730367613169,-0.6594831846981267,0.5767915378031204,0.9119271575291353,1.6808942127726934,0.4879235296545245,-1.3089992406852933,13,3,2,100.0,False,False,False,False
-0.6653350962080192,-1.4872720190040756,-0.06685553694736095,-0.3060028677740307,1.6939331393112373,0.5667315267367271,1.0950406945392588,1.2999003515317777,-0.2737503649564108,13,11,1,98.25065400538938,False,False,False,False
0.0962920744530041,-0.4690443701668101,-0.3458699619588221,1.63242841979851,-1.3429190037165735,-0.0028408085424342553,0.7952691452337262,-1.1111299775448251,-1.6706424422175408,8,2,0,100.0,False,False,False,False
-0.22426640890897676,0.1375269973719861,1.6699889063988425,-1.229505762669814,-0.11434546926232525,-1.7180839372097187,0.3076759039171455,-0.539292693882319,-0.15077982455397795,7,3,1,100.0,False,False,False,False
-0.7102806514007053,1.752951071015872,1.1017255106157353,0.10170075949808353,-1.1004389239410417,0.4013537067022936,0.9335783946920503,-1.1372400915496867,0.780920669304796,12,5,3,100.0,False,False,False,False
0.3971118682141442,-0.07346067330795839,-0.22770367992215376,-1.4299389192192666,0.8779769417225022,-0.49146850977177775,1.545120998746176,1.414715013686975,1.597126049195966,10,7,3,100.0,False,False,False,False
-1.234354464272714,1.122193567554852,0.7786800845360502,-0.6687815002626264,-1.3197950926813768,-1.317323511617332,0.3515948620386922,-0.7857630980824016,-1.4571077895843387,9,5,0,83.9085918496112,False,False,False,False
-0.7071186053266767,-0.22213281526546116,-0.7972127603327372,0.055654807682746346,-0.892904364008631,-0.18404185193367928,-1.1907920366462044,-0.18266556373682474,-0.7553707033252188,14,0,2,92.48687487241332,False,False,False,False
-0.4507821201393529,1.0533438439528462,-1.3804032043515697,1.5081546422379657,-1.0451617001179003,0.8246412769714078,-1.15887245581944,1.3740145707460385,-0.018446667255027232,9,5,0,100.0,False,False,False,False
-0.14094193267587063,0.3497380094735927,-0.5119070907128743,-0.4167136960313723,0.2031395721922538,1.6086451485938693,0.2912368914075623,0.19145479960519163,-1.1393529095156651,7,9,3,100.0,False,False,False,False
0.9957470747431002,1.369145688212325,-0.3378999587933674,-1.5476499320959962,1.3271781629498507,-0.4285489080417786,-0.5732754507010402,1.5058346625774621,-1.3247934489339783,18,4,0,100.0,False,False,False,False
-1.026500885220303,-0.29608936248376816,-1.6683353094961129,-0.4273422473604135,0.0579146620852634,0.15607372461583044,1.4181137099912722,1.48369873163789,-0.16321698649299812,5,9,2,67.31327125925885,True,False,False,False
0.059950485854769454,0.3808600822157783,1.0799267545207327,-1.2675009528006154,-1.5294687866388568,1.2257577011699654,0.3871486221070309,-0.1242483282718742,0.28138951083732333,8,4,2,100.0,False,False,False,False
0.32997443267538357,0.47088431913106293,-0.48862532412941084,-0.9755201811149454,0.24123967832771523,-0.5675999551764824,0.611050984500684,0.29354377663297276,1.1105391770911557,4,5,3,100.0,False,False,False,False
-1.5557143659804906,-0.2735419071913335,0.27301565334400146,0.36952592096707215,1.061953025677634,-1.2323957905465173,-1.7045137979547795,-0.9242856042477674,1.7254345111158278,9,8,3,62.810556405187626,True,False,False,False
0.3822324516806806,-1.2295483590247982,-1.4706266901503942,-1.5389261473186742,-1.2703792210415197,-0.7482986247965862,-0.002283688178314767,1.705374694553656,0.9514901975583804,14,5,0,100.0,False,False,False,False
-1.1271799936290914,-1.4072305966410648,-1.1227842502954681,-0.16199938116935617,-1.4787543112823154,1.3917586960160147,-0.23596918159665334,-0.7582419405746325,-0.9629384053778232,11,1,2,71.2177377460239,True,False,False,False
-1.4914683218521014,-1.6764108249646732,1.3378012400553485,0.339620168356961,-1.0753013106791147,-1.172983453716934,0.7124858901318011,0.988555455878033,0.8604560909651595,6,3,2,61.74304063006152,True,False,False,False
1.5611785411857289,1.3234192127339992,0.37034248174414575,-0.3105583623050262,0.8816568118878163,-0.5841671664627259,-0.40351047482044433,-0.6383768296050111,0.1305117811949315,9,8,4,100.0,False,False,False,False
1.6190187477845805,-0.9068911386351631,1.546403900677211,-1.7063113986279292,0.3404110678444072,-0.11465046727007502,1.6471168709446486,-0.6381236189161678,-0.1684400179490362,12,3,2,100.0,False,False,False,False
1.0759507077857584,-0.9943033273458555,1.713264423117586,1.642927879565655,0.1613379067345344,1.2114344158578352,0.5893360641936973,-1.3616897913769335,1.5105104755736571,13,6,1,100.0,False,False,False,False
-0.6640518932505534,0.8420431238162926,-0.4450158860172446,-0.5002805030287606,-0.8591193501361596,1.525556974895994,0.553826551029454,0.21576033221174545,0.7015852993927947,9,1,3,100.0,False,False,False,False
-1.378801308086071,-0.61441791077687,-0.6965394635423378,0.9257260377959144,-0.5690286797362406,-0.24927928780292768,1.4495108988697458,-0.8740665886792824,0.6309554027976613,13,2,4,63.73041312536868,True,False,False,False
0.6471033781434322,0.036858088564494795,1.229910724667312,-0.6440010435112341,1.6521267423771073,1.505588933736495,1.7114382078420334,-1.2076510260732296,-1.688589571118153,11,2,1,100.0,False,False,False,False
-0.1959188632277017,-1.1658345682238707,1.7127872204804908,-0.12632681094563167,-0.8901580035488649,-1.1658204018109795,-1.04161381992465,-0.9369028396588962,1.2658724447379675,13,8,3,100.0,False,False,False,False
-1.294643913109206,1.625240863780384,0.44248269399352635,-0.42629492790845164,1.4269449081525194,-1.1817928055006257,1.073839911051754,-0.8524099714735689,1.0173773359659517,12,13,2,86.94719162981355,False,False,False,False
-0.005871724716217119,1.2465634218635773,1.0122705879529796,-0.5854556908566182,0.30133028980363163,1.5655591594543987,-1.164185399284908,0.022701434808430503,-0.694256472111276,6,4,3,100.0,False,False,False,False
-1.5973745622293742,1.2893037504161144,0.966154244907317,-1.6968672428754399,-1.3014356221164305,0.041508639499522104,-0.14662015808467782,-0.3860238456371648,-0.717898889354584,8,3,2,77.75099304556346,True,False,False,False
1.4245257382926655,-0.31068411914160393,-0.5018929680823478,-0.5248691346023631,-0.09554164935201188,-1.0810533396678736,-1.378709836901206,-1.4598327871865702,-1.544132422745388,13,3,3,100.0,False,False,False,False
-0.8223558017667744,0.9342083729161353,0.2518498249651726,1.3101178074073732,1.5913570697054096,-0.03369267749152884,0.427642992483043,0.13320189637356916,-1.5532107841242675,12,3,4,100.0,False,False,False,False
0.572117313879673,-1.2310743803905344,1.1428099790692405,0.6201062675345712,-0.2664158624377377,0.9898773757496219,-0.1070025223290833,1.003915334762266,0.5856038335166898,11,5,2,100.0,False,False,False,False
-0.6395387232894141,-1.704602360212126,0.6437945161759663,-1.2686041468952125,1.2928344636982583,1.141423069895786,0.44603836480343584,0.2653611622663736,-1.084476103225717,6,8,1,100.0,False,False,False,False
0.08009891785480047,-1.6648528651340124,-1.6524063682720758,0.2761748401769764,-0.8347614184970679,1.2698765433956476,0.616119888374573,1.650044894203296,1.4683370366689612,8,3,3,100.0,False,False,False,False
0.17211779350503986,0.3188839480971942,-0.5660469430079049,1.3196168703056075,0.2676462070192157,0.24915796956635233,0.41404412124852974,-1.3779914194581897,1.1873915363269945,8,6,1,100.0,False,False,False,False
-1.0776849014616272,-0.14046407812292805,-1.2278635577498167,0.6535181598403976,1.22435930616118,1.2801973616218452,-0.7094441570449649,1.1194652042488662,-0.5213362271279387,16,6,5,90.81340692484429,False,False,False,False
1.6326704929563263,0.07876670981484865,-0.9231844091651964,-1.2573006138245468,1.4936972290187125,0.04272239742659461,1.1650784840752444,0.028267819517242797,-0.41336895867594126,14,6,1,100.0,False,False,False,False
0.9610593893391162,-1.7086489711983073,1.3921834526681236,1.2350591842811138,-0.030654272646911125,0.37913735783586683,0.1801438068435021,0.08327572252031051,-0.59615238069773,7,7,2,100.0,False,False,False,False
1.5287584671764645,-0.2549740177357726,-1.5982523374292945,-0.7275332798834682,0.5086944905783499,0.9049625699686464,-0.03334807821251805,0.07464450018646618,-1.409390725211008,8,4,2,100.0,False,False,False,False
